Id,Domicilio,Transporte,TarjetasCredito,Edad,Sexo,Sueldo
484,LimaModerna2,AUTOMOVIL,2,57,F,5506
485,LimaModerna2,AUTOMOVIL,2,46,M,16388
486,LimaModerna2,AUTOMOVIL,4,54,F,4357
487,LimaModerna2,AUTOMOVIL,1,54,F,27660
488,LimaModerna2,CAMIONETA RURAL,2,34,M,33851
489,LimaModerna2,CAMIONETA RURAL,5,33,F,8000
490,LimaModerna2,CAMIONETA RURAL,3,44,M,17328
491,LimaModerna2,CAMIONETA RURAL,5,56,M,12000
492,LimaEste,AUTOMOVIL,1,59,M,930
493,LimaEste,AUTOMOVIL,3,38,M,2971
494,LimaEste,AUTOMOVIL,2,34,F,1497
495,LimaCentro,STATION WAGON,3,54,M,1000
496,LimaCentro,STATION WAGON,4,51,M,1203
497,LimaCentro,STATION WAGON,1,59,M,935
498,LimaCentro,CAMIONETA RURAL,6,52,M,2538
499,LimaSur,AUTOMOVIL,1,79,M,5304
500,LimaSur,AUTOMOVIL,1,79,M,5304
501,LimaSur,AUTOMOVIL,3,22,F,4475
502,LimaSur,AUTOMOVIL,5,45,M,11773
503,LimaSur,AUTOMOVIL,5,45,M,11773
504,LimaSur,CAMIONETA RURAL,1,43,M,2685
505,LimaModerna1,AUTOMOVIL,7,62,M,3562
506,LimaModerna1,AUTOMOVIL,7,62,M,3562
507,LimaModerna1,AUTOMOVIL,3,51,M,22117
508,Callao,AUTOMOVIL,5,51,F,2519
509,Callao,AUTOMOVIL,6,50,M,3992
510,Callao,AUTOMOVIL,3,48,M,9650
511,LimaCentro,CAMIONETA PICK UP,2,62,M,25295
512,LimaModerna1,CAMIONETA RURAL,5,39,F,3300
513,LimaModerna1,AUTOMOVIL,3,38,M,3134
514,Callao,CAMIONETA RURAL,2,59,M,18700
515,Callao,CAMIONETA RURAL,2,50,M,8342
516,Callao,CAMIONETA RURAL,6,51,M,1000
517,Callao,CAMIONETA RURAL,3,36,M,2639
518,Callao,CAMIONETA RURAL,2,41,M,2500
519,LimaNorte,AUTOMOVIL,3,45,M,4049
520,LimaNorte,AUTOMOVIL,2,29,M,930
521,LimaNorte,AUTOMOVIL,2,44,M,27593
522,LimaNorte,AUTOMOVIL,1,38,M,3000
523,LimaNorte,AUTOMOVIL,1,37,F,2633
524,LimaNorte,AUTOMOVIL,2,42,M,8546
525,LimaNorte,AUTOMOVIL,5,36,F,1345
526,LimaNorte,AUTOMOVIL,3,73,M,2884
527,LimaModerna1,AUTOMOVIL,1,42,M,5776
528,LimaModerna1,AUTOMOVIL,3,62,M,1718
529,LimaModerna1,AUTOMOVIL,3,30,F,2016
530,LimaModerna1,AUTOMOVIL,5,57,M,2125
531,LimaModerna1,AUTOMOVIL,4,33,M,1282
532,LimaModerna1,AUTOMOVIL,4,27,F,3250
533,LimaModerna1,AUTOMOVIL,1,36,M,4817
534,LimaModerna1,AUTOMOVIL,2,83,M,2511
535,LimaEste,AUTOMOVIL,2,34,M,8750
536,LimaEste,AUTOMOVIL,2,53,M,18978
537,LimaModerna1,AUTOMOVIL,5,34,M,12223
538,LimaCentro,CAMIONETA RURAL,2,40,M,9848
539,LimaModerna1,CAMIONETA RURAL,3,49,M,58607
540,LimaModerna1,CAMIONETA RURAL,3,38,F,167038
541,LimaModerna1,CAMIONETA RURAL,1,52,M,930
542,LimaModerna1,AUTOMOVIL,4,48,F,2091
543,LimaModerna1,AUTOMOVIL,3,44,M,3208
544,LimaModerna1,AUTOMOVIL,2,40,F,39355
545,LimaModerna1,AUTOMOVIL,2,52,F,2988
546,LimaModerna1,AUTOMOVIL,3,41,M,1500
547,LimaEste,AUTOMOVIL,1,73,F,920
548,LimaEste,AUTOMOVIL,3,38,M,3053
549,LimaModerna1,AUTOMOVIL,2,60,M,9768
550,LimaModerna1,AUTOMOVIL,4,36,M,2405
551,LimaModerna1,CAMIONETA RURAL,6,36,M,1300
552,LimaModerna1,CAMIONETA RURAL,4,69,M,4532
553,LimaSur,AUTOMOVIL,2,43,M,1342
554,LimaSur,AUTOMOVIL,3,30,M,4184
555,LimaModerna1,AUTOMOVIL,5,37,M,5093
556,Callao,AUTOMOVIL,3,35,M,9473
557,LimaCentro,AUTOMOVIL,2,59,M,5164
558,LimaCentro,AUTOMOVIL,1,36,M,2753
559,LimaModerna1,CAMIONETA RURAL,1,35,M,54000
560,LimaModerna1,CAMIONETA RURAL,3,40,M,930
561,LimaModerna1,CAMIONETA RURAL,2,58,M,28067
562,LimaModerna1,CAMIONETA RURAL,2,49,M,18809
563,LimaModerna1,CAMIONETA RURAL,3,69,M,2774
564,LimaModerna1,CAMIONETA RURAL,4,55,F,13031
565,LimaModerna1,CAMIONETA RURAL,1,25,F,9000
566,LimaModerna1,CAMIONETA RURAL,2,49,M,1000
567,LimaModerna1,CAMIONETA RURAL,2,79,M,2841
568,LimaModerna1,CAMIONETA RURAL,4,46,M,1023
569,LimaEste,AUTOMOVIL,2,35,F,2062
570,LimaEste,AUTOMOVIL,5,44,M,3005
571,LimaNorte,CAMIONETA RURAL,2,30,M,13882
572,LimaNorte,CAMIONETA RURAL,2,32,F,4676
573,LimaNorte,CAMIONETA RURAL,5,56,F,12000
574,LimaNorte,CAMIONETA RURAL,1,52,M,4371
575,LimaModerna1,AUTOMOVIL,2,51,M,4379
576,LimaModerna1,AUTOMOVIL,5,59,F,11040
577,LimaModerna1,AUTOMOVIL,4,60,M,31765
578,LimaModerna2,STATION WAGON,3,45,M,3500
579,LimaEste,AUTOMOVIL,2,47,M,6593
580,LimaEste,AUTOMOVIL,4,49,F,9000
581,LimaEste,AUTOMOVIL,3,39,F,5519
582,LimaEste,AUTOMOVIL,2,36,F,7759
583,LimaEste,AUTOMOVIL,4,35,M,3093
584,LimaCentro,AUTOMOVIL,2,60,M,5430
585,LimaModerna1,CAMIONETA RURAL,4,26,M,1860
586,LimaModerna1,AUTOMOVIL,1,27,F,7410
587,LimaModerna1,AUTOMOVIL,5,61,F,1215
588,LimaModerna1,AUTOMOVIL,6,39,M,38734
589,LimaModerna1,CAMIONETA RURAL,3,49,F,34080
590,LimaCentro,AUTOMOVIL,5,61,M,5052
591,LimaCentro,AUTOMOVIL,2,40,M,2293
592,LimaModerna2,AUTOMOVIL,2,72,M,16081
593,LimaModerna2,AUTOMOVIL,2,72,M,16081
594,LimaModerna2,AUTOMOVIL,3,44,M,1633
595,LimaModerna2,CAMIONETA RURAL,3,41,F,4019
596,LimaModerna2,CAMIONETA RURAL,3,36,M,12327
597,LimaModerna2,CAMIONETA RURAL,3,45,M,9093
598,LimaModerna2,CAMIONETA RURAL,1,37,F,7500
599,LimaNorte,AUTOMOVIL,3,37,M,6249
600,LimaCentro,CAMIONETA RURAL,2,58,M,18922
601,LimaCentro,STATION WAGON,5,56,M,920
602,LimaSur,CAMIONETA RURAL,2,53,F,6202
603,LimaModerna1,AUTOMOVIL,1,36,M,3000
604,Callao,AUTOMOVIL,3,50,M,4468
605,Callao,AUTOMOVIL,4,44,M,1481
606,Callao,AUTOMOVIL,2,33,M,8093
607,Callao,AUTOMOVIL,2,24,M,1300
608,Callao,AUTOMOVIL,3,45,M,3390
609,Callao,AUTOMOVIL,4,36,M,1593
610,LimaCentro,AUTOMOVIL,2,33,M,2500
611,LimaCentro,AUTOMOVIL,6,56,F,2789
612,LimaCentro,AUTOMOVIL,3,34,M,3950
613,LimaCentro,AUTOMOVIL,2,67,M,1670
614,LimaCentro,AUTOMOVIL,5,50,M,6848
615,LimaModerna1,STATION WAGON,4,49,F,15032
616,Callao,CAMIONETA RURAL,3,40,M,29142
617,Callao,CAMIONETA RURAL,3,48,F,8572
618,LimaNorte,AUTOMOVIL,2,69,M,7406
619,LimaNorte,AUTOMOVIL,1,36,M,8442
620,LimaNorte,AUTOMOVIL,2,27,M,3267
621,LimaNorte,AUTOMOVIL,2,57,M,1775
622,LimaModerna1,AUTOMOVIL,3,58,F,1530
623,LimaNorte,AUTOMOVIL,1,50,M,4994
624,LimaNorte,AUTOMOVIL,3,57,M,6500
625,LimaNorte,AUTOMOVIL,7,53,M,15060
626,LimaNorte,AUTOMOVIL,3,48,F,6143
627,LimaNorte,AUTOMOVIL,3,54,M,4279
628,LimaNorte,AUTOMOVIL,1,26,M,5934
629,LimaModerna1,AUTOMOVIL,1,63,M,12179
630,LimaModerna1,CAMIONETA PICK UP,3,58,M,2492
631,LimaModerna1,CAMIONETA PICK UP,5,39,M,1050
632,LimaSur,STATION WAGON,3,34,M,1293
633,LimaModerna1,AUTOMOVIL,4,62,F,12822
634,LimaModerna1,AUTOMOVIL,5,67,M,850
635,LimaModerna1,AUTOMOVIL,4,51,M,3190
636,LimaModerna1,AUTOMOVIL,3,46,F,2005
637,LimaModerna1,AUTOMOVIL,3,54,M,15093
638,LimaEste,AUTOMOVIL,2,36,M,15884
639,LimaEste,AUTOMOVIL,2,28,M,5617
640,LimaEste,AUTOMOVIL,5,31,M,6500
641,LimaEste,AUTOMOVIL,2,37,F,8000
642,LimaEste,AUTOMOVIL,3,33,F,5500
643,LimaEste,AUTOMOVIL,4,32,M,4500
644,LimaCentro,CAMIONETA RURAL,3,57,M,12093
645,LimaCentro,CAMIONETA RURAL,2,33,M,2093
646,LimaCentro,CAMIONETA RURAL,4,39,M,2593
647,LimaCentro,CAMIONETA RURAL,3,76,M,930
648,LimaModerna1,CAMIONETA RURAL,2,34,M,23843
649,LimaModerna1,CAMIONETA RURAL,3,45,M,16099
650,LimaModerna1,CAMIONETA RURAL,3,34,F,4000
651,LimaModerna1,AUTOMOVIL,1,26,M,930
652,LimaModerna1,AUTOMOVIL,3,56,F,7000
653,LimaModerna1,AUTOMOVIL,5,43,M,2000
654,LimaModerna1,AUTOMOVIL,3,56,M,7125
655,LimaEste,AUTOMOVIL,2,29,M,3017
656,LimaEste,AUTOMOVIL,4,55,M,4684
657,LimaModerna1,AUTOMOVIL,2,37,M,4893
658,LimaModerna1,AUTOMOVIL,4,62,M,43475
659,LimaModerna1,CAMIONETA RURAL,1,33,F,5000
660,LimaModerna1,CAMIONETA RURAL,1,28,M,1023
661,LimaModerna1,CAMIONETA RURAL,3,40,M,9946
662,LimaSur,AUTOMOVIL,2,43,M,1342
663,LimaModerna1,AUTOMOVIL,4,29,M,2400
664,LimaModerna1,AUTOMOVIL,2,35,F,7108
665,LimaModerna1,AUTOMOVIL,1,44,M,1646
666,LimaModerna1,AUTOMOVIL,5,42,F,22000
667,Callao,AUTOMOVIL,2,52,F,4283
668,Callao,AUTOMOVIL,2,44,M,3000
669,LimaCentro,AUTOMOVIL,4,38,M,2393
670,LimaCentro,AUTOMOVIL,2,52,M,10650
671,LimaCentro,AUTOMOVIL,3,65,M,4279
672,LimaCentro,AUTOMOVIL,4,50,M,930
673,LimaCentro,AUTOMOVIL,5,33,M,4639
674,LimaCentro,AUTOMOVIL,2,39,M,5036
675,LimaModerna1,CAMIONETA RURAL,5,58,M,2500
676,LimaModerna1,CAMIONETA RURAL,5,59,M,2500
677,LimaModerna1,CAMIONETA RURAL,1,28,M,10962
678,LimaModerna1,CAMIONETA RURAL,3,47,M,21600
679,LimaModerna1,CAMIONETA RURAL,4,46,M,14505
680,LimaEste,AUTOMOVIL,4,39,M,3044
681,LimaEste,AUTOMOVIL,4,39,M,3044
682,LimaModerna2,AUTOMOVIL,2,46,M,6585
683,LimaModerna2,AUTOMOVIL,1,28,M,6000
684,LimaNorte,CAMIONETA RURAL,3,42,F,5024
685,LimaNorte,CAMIONETA RURAL,6,37,M,2000
686,LimaNorte,CAMIONETA RURAL,4,46,F,6000
687,LimaNorte,CAMIONETA RURAL,2,33,M,2562
688,LimaNorte,CAMIONETA RURAL,4,42,M,13970
689,LimaCentro,CAMIONETA RURAL,4,52,M,19196
690,LimaModerna1,AUTOMOVIL,1,27,F,3500
691,LimaModerna1,AUTOMOVIL,4,60,M,31765
692,LimaModerna2,STATION WAGON,2,60,M,8312
693,LimaModerna2,STATION WAGON,5,62,M,930
694,LimaModerna2,STATION WAGON,4,43,F,14293
695,LimaCentro,CAMIONETA PICK UP,2,41,F,1023
696,LimaCentro,CAMIONETA PICK UP,4,46,M,7093
697,LimaEste,AUTOMOVIL,3,39,F,5519
698,LimaEste,AUTOMOVIL,4,49,M,5005
699,LimaEste,AUTOMOVIL,1,35,M,1856
700,LimaEste,AUTOMOVIL,4,47,M,9093
701,LimaEste,AUTOMOVIL,2,36,F,3424
702,LimaEste,AUTOMOVIL,4,47,F,1500
703,LimaNorte,AUTOMOVIL,2,42,M,1293
704,LimaCentro,AUTOMOVIL,1,39,F,5593
705,LimaCentro,AUTOMOVIL,4,32,F,6231
706,LimaCentro,AUTOMOVIL,1,49,F,1365
707,LimaCentro,AUTOMOVIL,4,50,M,45001
708,LimaCentro,AUTOMOVIL,4,39,M,10183
709,LimaModerna1,CAMIONETA RURAL,3,40,M,7186
710,LimaModerna1,CAMIONETA RURAL,1,66,M,3005
711,LimaCentro,AUTOMOVIL,3,33,M,2449
712,LimaCentro,AUTOMOVIL,3,45,F,3138
713,LimaModerna2,CAMIONETA RURAL,3,45,F,9979
714,LimaModerna2,CAMIONETA RURAL,2,44,M,7789
715,LimaModerna2,CAMIONETA RURAL,2,49,F,15000
716,LimaModerna2,CAMIONETA RURAL,4,48,M,930
717,LimaModerna2,CAMIONETA RURAL,1,39,M,25017
718,LimaNorte,AUTOMOVIL,5,35,F,4833
719,LimaNorte,AUTOMOVIL,3,42,M,5816
720,LimaNorte,AUTOMOVIL,1,36,M,6716
721,LimaNorte,AUTOMOVIL,5,54,M,2322
722,LimaSur,CAMIONETA RURAL,2,49,M,10579
723,LimaSur,CAMIONETA RURAL,4,40,M,16872
724,Callao,AUTOMOVIL,3,61,M,4574
725,Callao,AUTOMOVIL,3,41,F,4224
726,LimaCentro,AUTOMOVIL,1,52,M,2500
727,LimaCentro,AUTOMOVIL,4,45,F,4052
728,LimaModerna1,AUTOMOVIL,1,75,M,2033
729,Callao,AUTOMOVIL,2,54,M,3396
730,Callao,AUTOMOVIL,3,47,M,1893
731,Callao,CAMIONETA RURAL,4,56,M,11404
732,Callao,CAMIONETA RURAL,3,36,M,1405
733,LimaCentro,CAMIONETA PICK UP,3,38,F,4330
734,LimaNorte,AUTOMOVIL,4,42,M,11588
735,LimaNorte,AUTOMOVIL,4,30,M,6333
736,LimaNorte,AUTOMOVIL,3,49,F,2216
737,LimaModerna1,AUTOMOVIL,1,41,M,4331
738,LimaModerna1,AUTOMOVIL,3,42,F,23229
739,LimaModerna1,AUTOMOVIL,3,57,F,6243
740,LimaNorte,AUTOMOVIL,3,37,F,6000
741,LimaModerna1,CAMIONETA PICK UP,1,59,M,18649
742,LimaModerna1,CAMIONETA PICK UP,2,51,M,7200
743,LimaModerna1,AUTOMOVIL,4,36,M,13531
744,LimaModerna1,AUTOMOVIL,3,43,M,7277
745,LimaModerna1,AUTOMOVIL,3,53,M,2445
746,LimaModerna1,AUTOMOVIL,3,53,M,2445
747,LimaModerna1,AUTOMOVIL,3,53,M,2445
748,LimaModerna1,AUTOMOVIL,5,41,F,17637
749,LimaEste,AUTOMOVIL,1,26,M,4600
750,LimaEste,AUTOMOVIL,6,43,M,10982
751,LimaEste,AUTOMOVIL,2,37,M,7493
752,LimaEste,AUTOMOVIL,3,35,M,2539
753,LimaModerna1,AUTOMOVIL,5,53,F,10707
754,LimaCentro,CAMIONETA RURAL,4,27,F,4193
755,LimaModerna1,CAMIONETA RURAL,6,63,M,20000
756,LimaModerna1,AUTOMOVIL,4,52,M,6593
757,LimaModerna1,AUTOMOVIL,1,48,M,10722
758,LimaModerna1,AUTOMOVIL,2,32,M,4370
759,LimaModerna1,AUTOMOVIL,2,47,M,9000
760,LimaEste,AUTOMOVIL,2,40,M,5300
761,LimaEste,AUTOMOVIL,3,38,M,2500
762,LimaEste,AUTOMOVIL,2,36,M,7705
763,LimaEste,AUTOMOVIL,4,43,M,4700
764,LimaModerna1,AUTOMOVIL,5,46,M,3735
765,LimaModerna1,CAMIONETA RURAL,3,31,F,3250
766,LimaSur,AUTOMOVIL,1,29,M,1300
767,LimaModerna1,AUTOMOVIL,2,38,M,16778
768,LimaModerna1,AUTOMOVIL,3,42,M,59286
769,LimaModerna1,AUTOMOVIL,1,44,M,13093
770,Callao,AUTOMOVIL,3,33,F,11796
771,Callao,AUTOMOVIL,3,44,M,4000
772,LimaCentro,AUTOMOVIL,2,42,M,3551
773,LimaModerna1,CAMIONETA RURAL,5,58,M,2500
774,LimaModerna1,CAMIONETA RURAL,1,80,M,2831
775,LimaModerna1,CAMIONETA RURAL,2,57,M,12000
776,LimaModerna1,CAMIONETA RURAL,2,36,M,6869
777,LimaModerna1,CAMIONETA RURAL,2,38,M,3500
778,LimaCentro,CAMIONETA PICK UP,3,51,M,1293
779,LimaModerna1,CAMIONETA RURAL,3,61,M,14649
780,LimaModerna1,CAMIONETA RURAL,1,37,M,5629
781,LimaModerna1,CAMIONETA RURAL,5,52,F,1000
782,LimaModerna1,CAMIONETA RURAL,3,46,M,4116
783,LimaModerna2,CAMIONETA RURAL,3,46,M,1593
784,LimaModerna2,CAMIONETA RURAL,1,53,M,18358
785,LimaModerna2,AUTOMOVIL,4,28,M,4400
786,LimaModerna2,AUTOMOVIL,3,29,M,3000
787,LimaModerna2,AUTOMOVIL,3,38,F,4000
788,LimaNorte,CAMIONETA RURAL,4,43,M,7800
789,LimaNorte,CAMIONETA RURAL,2,38,M,13916
790,LimaNorte,CAMIONETA RURAL,3,39,F,1293
791,LimaNorte,CAMIONETA RURAL,3,39,F,1293
792,LimaNorte,CAMIONETA RURAL,3,35,M,11093
793,LimaModerna1,AUTOMOVIL,1,29,M,6585
794,LimaModerna1,AUTOMOVIL,2,39,F,7600
795,LimaModerna1,AUTOMOVIL,2,43,F,7359
796,LimaModerna1,AUTOMOVIL,2,34,F,806
797,LimaModerna1,AUTOMOVIL,2,50,M,35093
798,LimaEste,AUTOMOVIL,3,33,M,5082
799,LimaEste,AUTOMOVIL,2,36,F,1023
800,LimaEste,AUTOMOVIL,3,38,M,4831
801,LimaCentro,AUTOMOVIL,3,38,M,2138
802,LimaCentro,AUTOMOVIL,2,49,F,6486
803,LimaModerna1,STATION WAGON,2,65,M,8760
804,LimaModerna2,AUTOMOVIL,2,31,M,20404
805,LimaModerna2,AUTOMOVIL,2,25,M,850
806,LimaModerna2,AUTOMOVIL,6,41,M,9147
807,LimaModerna2,CAMIONETA RURAL,3,40,M,19025
808,LimaModerna2,CAMIONETA RURAL,3,40,M,19025
809,LimaModerna2,CAMIONETA RURAL,2,33,M,23000
810,LimaModerna2,CAMIONETA RURAL,1,39,M,25017
811,LimaEste,AUTOMOVIL,4,43,M,930
812,LimaEste,AUTOMOVIL,2,32,F,4497
813,LimaNorte,AUTOMOVIL,3,44,F,3293
814,LimaNorte,AUTOMOVIL,6,26,M,5703
815,LimaNorte,AUTOMOVIL,2,31,F,10980
816,LimaSur,CAMIONETA RURAL,5,60,M,166483
817,LimaSur,CAMIONETA RURAL,4,38,F,18000
818,LimaModerna1,CAMIONETA RURAL,4,63,M,5000
819,LimaModerna1,CAMIONETA RURAL,4,57,F,7128
820,Callao,AUTOMOVIL,1,35,M,4093
821,Callao,AUTOMOVIL,5,57,M,1500
822,Callao,AUTOMOVIL,1,52,M,26282
823,Callao,AUTOMOVIL,3,51,M,1290
824,LimaCentro,AUTOMOVIL,4,45,F,4052
825,LimaCentro,AUTOMOVIL,2,37,M,4356
826,LimaCentro,AUTOMOVIL,4,55,F,15600
827,LimaCentro,AUTOMOVIL,3,45,M,4200
828,LimaModerna1,CAMIONETA RURAL,1,49,M,42093
829,Callao,AUTOMOVIL,3,70,M,1850
830,Callao,AUTOMOVIL,5,56,M,2240
831,Callao,CAMIONETA RURAL,1,77,M,4602
832,Callao,CAMIONETA RURAL,3,27,M,15610
833,Callao,CAMIONETA RURAL,3,42,M,5093
834,Callao,CAMIONETA RURAL,3,44,M,13593
835,LimaCentro,CAMIONETA PICK UP,3,58,M,930
836,LimaModerna1,AUTOMOVIL,4,36,M,2946
837,LimaModerna1,AUTOMOVIL,3,44,M,1000
838,LimaModerna1,AUTOMOVIL,2,40,F,9093
839,LimaNorte,AUTOMOVIL,3,42,M,8950
840,LimaModerna1,AUTOMOVIL,4,35,M,6734
841,LimaModerna1,AUTOMOVIL,1,54,F,3833
842,LimaModerna1,CAMIONETA PICK UP,3,46,M,4500
843,LimaModerna1,CAMIONETA PICK UP,4,57,M,3311
844,LimaSur,STATION WAGON,2,52,M,1748
845,LimaSur,STATION WAGON,2,51,M,850
846,LimaModerna1,CAMIONETA RURAL,1,33,M,9253
847,LimaModerna1,AUTOMOVIL,1,51,F,4806
848,LimaModerna1,AUTOMOVIL,4,62,F,12822
849,LimaEste,AUTOMOVIL,2,38,M,1023
850,LimaEste,AUTOMOVIL,2,56,M,3169
851,LimaEste,AUTOMOVIL,4,36,M,6083
852,LimaModerna1,AUTOMOVIL,2,51,M,28394
853,LimaModerna1,AUTOMOVIL,1,47,M,33272
854,LimaModerna1,AUTOMOVIL,3,62,M,5726
855,LimaModerna1,AUTOMOVIL,1,44,M,6000
856,LimaModerna1,CAMIONETA RURAL,2,35,F,22304
857,LimaModerna1,CAMIONETA RURAL,3,45,M,930
858,LimaModerna1,AUTOMOVIL,3,38,F,7600
859,LimaModerna2,AUTOMOVIL,2,61,F,1348
860,LimaModerna2,AUTOMOVIL,1,37,M,18085
861,LimaEste,AUTOMOVIL,4,49,M,9818
862,LimaEste,AUTOMOVIL,5,40,F,6734
863,LimaModerna1,AUTOMOVIL,4,33,M,3034
864,LimaModerna1,AUTOMOVIL,2,50,M,19620
865,LimaModerna1,AUTOMOVIL,4,35,M,1893
866,LimaModerna1,CAMIONETA RURAL,2,68,M,9667
867,LimaModerna1,CAMIONETA RURAL,3,34,M,16199
868,LimaModerna1,CAMIONETA RURAL,3,33,F,11570
869,LimaSur,AUTOMOVIL,4,47,F,930
870,LimaSur,AUTOMOVIL,6,44,M,1829
871,LimaNorte,CAMIONETA RURAL,1,62,M,2600
872,LimaModerna1,AUTOMOVIL,3,41,M,26043
873,LimaModerna1,CAMIONETA RURAL,3,47,M,40868
874,LimaModerna1,CAMIONETA RURAL,2,42,M,3913
875,LimaCentro,AUTOMOVIL,4,64,M,1095
876,LimaCentro,AUTOMOVIL,2,37,M,930
877,LimaModerna1,CAMIONETA RURAL,2,54,F,7557
878,LimaModerna1,CAMIONETA RURAL,1,42,M,1023
879,LimaModerna1,CAMIONETA RURAL,4,52,F,1000
880,LimaModerna1,CAMIONETA RURAL,2,36,M,5310
881,LimaModerna1,CAMIONETA RURAL,2,40,M,4974
882,LimaModerna1,CAMIONETA RURAL,1,49,F,3005
883,LimaModerna1,CAMIONETA RURAL,4,48,M,31117
884,LimaModerna1,CAMIONETA RURAL,1,87,M,3833
885,LimaModerna1,CAMIONETA RURAL,2,33,F,14622
886,LimaModerna1,CAMIONETA RURAL,1,41,M,930
887,LimaModerna2,CAMIONETA RURAL,1,64,M,10000
888,LimaModerna2,AUTOMOVIL,3,34,F,6000
889,LimaModerna2,AUTOMOVIL,6,47,M,13679
890,LimaModerna2,AUTOMOVIL,2,32,M,1638
891,LimaModerna2,AUTOMOVIL,1,33,M,5170
892,LimaNorte,CAMIONETA RURAL,2,38,M,8508
893,LimaNorte,CAMIONETA RURAL,2,32,M,4000
894,LimaNorte,CAMIONETA RURAL,6,39,F,6794
895,LimaModerna1,AUTOMOVIL,4,35,F,6100
896,LimaModerna1,AUTOMOVIL,3,48,F,6718
897,LimaModerna1,AUTOMOVIL,1,44,M,39631
898,LimaModerna1,AUTOMOVIL,4,49,F,9000
899,LimaModerna1,AUTOMOVIL,3,47,F,18979
900,LimaModerna1,AUTOMOVIL,1,26,F,1443
901,LimaModerna1,AUTOMOVIL,2,33,M,6824
902,LimaEste,CAMIONETA RURAL,4,37,M,3557
903,LimaEste,CAMIONETA RURAL,3,33,F,4456
904,LimaCentro,CAMIONETA PICK UP,3,37,M,2000
905,LimaEste,AUTOMOVIL,1,46,M,4813
906,LimaEste,AUTOMOVIL,1,28,M,3387
907,LimaEste,AUTOMOVIL,5,34,M,2043
908,LimaEste,AUTOMOVIL,2,29,M,5700
909,LimaEste,AUTOMOVIL,5,43,M,2403
910,LimaCentro,AUTOMOVIL,4,33,F,3878
911,LimaCentro,AUTOMOVIL,2,32,F,7500
912,LimaCentro,AUTOMOVIL,3,35,F,3193
913,LimaCentro,AUTOMOVIL,3,31,M,2211
914,LimaModerna1,STATION WAGON,2,42,F,3121
915,LimaModerna1,STATION WAGON,4,77,M,3741
916,LimaModerna1,STATION WAGON,5,53,F,14422
917,LimaModerna1,STATION WAGON,5,53,F,14422
918,LimaModerna2,AUTOMOVIL,2,48,F,32983
919,LimaModerna2,AUTOMOVIL,3,35,M,7500
920,LimaModerna2,AUTOMOVIL,1,31,M,930
921,LimaModerna2,AUTOMOVIL,2,54,M,37874
922,LimaModerna2,AUTOMOVIL,5,41,F,9290
923,LimaModerna2,AUTOMOVIL,1,37,M,1969
924,LimaModerna2,CAMIONETA RURAL,3,48,M,7500
925,LimaModerna2,CAMIONETA RURAL,4,59,F,930
926,LimaModerna2,CAMIONETA RURAL,1,49,M,5792
927,LimaModerna2,CAMIONETA RURAL,1,49,M,5792
928,LimaEste,AUTOMOVIL,2,41,M,1191
929,LimaNorte,AUTOMOVIL,2,50,F,5317
930,LimaNorte,AUTOMOVIL,2,45,M,6002
931,LimaNorte,AUTOMOVIL,2,32,M,8000
932,LimaModerna1,CAMIONETA RURAL,3,43,M,1200
933,LimaModerna1,CAMIONETA RURAL,4,48,F,6386
934,LimaModerna1,CAMIONETA RURAL,1,42,M,7500
935,LimaModerna1,CAMIONETA RURAL,2,31,F,4800
936,LimaModerna1,CAMIONETA RURAL,3,66,M,14035
937,LimaModerna1,CAMIONETA RURAL,2,35,F,7110
938,Callao,AUTOMOVIL,3,38,M,1000
939,Callao,AUTOMOVIL,3,42,F,5000
940,Callao,AUTOMOVIL,5,45,M,3508
941,Callao,AUTOMOVIL,2,25,F,1289
942,Callao,AUTOMOVIL,6,45,M,1023
943,LimaCentro,AUTOMOVIL,4,48,M,2626
944,LimaCentro,AUTOMOVIL,5,36,F,6287
945,LimaCentro,AUTOMOVIL,1,41,M,4093
946,LimaEste,CAMIONETA RURAL,1,44,M,9551
947,LimaEste,CAMIONETA RURAL,2,50,M,4093
948,LimaSur,AUTOMOVIL,2,26,M,4076
949,Callao,CAMIONETA RURAL,2,50,M,6406
950,Callao,CAMIONETA RURAL,6,59,M,8586
951,Callao,CAMIONETA RURAL,1,40,M,2727
952,LimaCentro,CAMIONETA PICK UP,1,63,M,4448
953,LimaCentro,CAMIONETA PICK UP,1,72,M,1049
954,LimaCentro,CAMIONETA PICK UP,6,32,M,2833
955,LimaModerna1,AUTOMOVIL,3,38,M,3754
956,LimaModerna1,AUTOMOVIL,2,72,M,3560
957,LimaModerna1,AUTOMOVIL,1,28,M,6000
958,LimaModerna1,AUTOMOVIL,3,37,M,2433
959,LimaModerna1,AUTOMOVIL,1,33,F,9340
960,LimaNorte,AUTOMOVIL,2,24,M,850
961,LimaNorte,AUTOMOVIL,3,54,M,16000
962,LimaNorte,AUTOMOVIL,5,42,F,3960
963,LimaSur,AUTOMOVIL,4,42,F,6480
964,LimaModerna1,CAMIONETA RURAL,2,62,M,1418
965,LimaModerna1,AUTOMOVIL,5,71,M,2884
966,LimaModerna1,AUTOMOVIL,2,41,M,6088
967,LimaModerna1,AUTOMOVIL,3,53,M,30000
968,LimaEste,AUTOMOVIL,3,35,M,11300
969,LimaEste,AUTOMOVIL,4,37,F,1247
970,LimaEste,AUTOMOVIL,3,45,M,1500
